country_clean,case_number,year,mining_case,economy_classification
Egypt,ARB/16/1,2016,No,Developing
Mexico,ARB(AF)/15/2,2015,No,Developing
Italy,ARB/15/50,2015,No,Developed
Cyprus,ARB/15/49,2015,No,Developed
Argentina,ARB/15/48,2015,No,Developing
Egypt,ARB/15/47,2015,No,Developing
Guinea,ARB/15/46,2015,Yes,Developing
Spain,ARB/15/45,2015,No,Developed
Spain,ARB/15/44,2015,No,Developed
Bulgaria,ARB/15/43,2015,No,Developed
Spain,ARB/15/42,2015,No,Developed
"Tanzania, United Republic Of",ARB/15/41,2015,No,Developing
Italy,ARB/15/40,2015,No,Developed
Argentina,ARB/15/39,2015,No,Developing
Costa Rica,UNCT/15/3,2014,No,Developing
Spain,ARB/15/38,2015,No,Developed
Italy,ARB/15/37,2015,No,Developed
Spain,ARB/15/36,2015,No,Developed
Spain,ARB/15/35,2015,No,Developed
Spain,ARB/15/34,2015,No,Developed
Ukraine,ARB/15/33,2015,No,Developed
Austria,ARB/15/32,2015,No,Developed
Romania,ARB/15/31,2015,Yes,Developed
Libya,ARB(AF)/15/1,2015,No,Developing
Oman,ARB/15/30,2015,No,Developing
Kenya,ARB/15/29,2015,Yes,Developing
Albania,ARB/15/28,2015,No,Developed
Spain,ARB/15/27,2015,No,Developed
Turkey,ARB/15/26,2015,Yes,Developing
Spain,ARB/15/25,2015,No,Developed
Jordan,ARB/15/24,2015,No,Developing
Spain,ARB/15/23,2015,No,Developed
Kosovo,ARB/15/22,2015,No,Developed
Senegal,ARB/15/21,2015,No,Developing
Spain,ARB/15/20,2015,No,Developed
Bulgaria,ARB/15/19,2015,No,Developed
Cameroon,ARB/15/18,2015,No,Developing
South Korea,ARB/15/17,2015,Yes,Developed
Spain,ARB/15/16,2015,No,Developed
Spain,ARB/15/15,2015,No,Developed
Canada,UNCT/15/2,2013,Yes,Developed
Panama,ARB/15/14,2015,No,Developing
Kazakhstan,ARB/15/13,2015,No,Developing
Cabo Verde,ARB/15/12,2015,No,Developing
Czechia,UNCT/15/1,2015,No,Developed
Uganda,ARB/15/11,2015,Yes,Developing
Jordan,ARB/15/10,2015,No,Developing
Ukraine,ARB/15/9,2015,Yes,Developed
Kazakhstan,ARB/15/8,2015,Yes,Developing
Kenya,ARB/15/7,2015,No,Developing
United States,UNCT/10/2,2008,No,Developed
Canada,UNCT/10/1,2010,No,Developed
Canada,ARB/15/6,2015,Yes,Developed
Croatia,ARB/15/5,2015,No,Developed
Spain,ARB/15/4,2015,No,Developed
Lebanon,ARB/15/3,2015,No,Developing
Timor-Leste,ARB/15/2,2015,Yes,Developing
Spain,ARB/15/1,2015,No,Developed
Turkey,ARB/14/35,2014,No,Developing
Spain,ARB/14/34,2014,No,Developed
Panama,ARB/14/33,2014,No,Developing
Argentina,ARB/14/32,2014,No,Developing
Burundi,ARB/14/31,2014,Yes,Developing
Croatia,ARB/12/39,2012,No,Developed
Yemen,ARB/14/30,2014,No,Developing
Romania,ARB/14/29,2014,No,Developed
Romania,ARB/14/28,2014,No,Developed
Serbia,ARB/14/27,2014,No,Developed
Albania,ARB/14/26,2014,No,Developed
China,ARB/14/25,2014,No,Developing
Bangladesh,ARB/10/18,2010,Yes,Developing
Estonia,ARB/14/24,2014,No,Developed
Mauritania,ARB/14/23,2014,Yes,Developing
Pakistan,ARB/12/1,2012,Yes,Developing
Mexico,ARB(AF)/00/2,2000,No,Developing
Guinea,ARB/14/22,2014,Yes,Developing
Peru,ARB/14/21,2014,Yes,Developing
Hungary,ARB/14/20,2014,No,Developed
Senegal,ARB/14/19,2014,No,Developing
Spain,ARB/14/18,2014,No,Developed
Dominican Republic,ARB(AF)/14/3,2014,Yes,Developing
Ukraine,ARB/14/17,2014,No,Developed
Greece,ARB/14/16,2014,No,Developed
Indonesia,ARB/14/15,2014,Yes,Developing
Slovakia,ARB/14/14,2014,Yes,Developed
Mozambique,ARB(AF)/14/2,2014,No,Developing
Bosnia And Herzegovina,ARB/14/13,2014,No,Developed
Canada,UNCT/14/2,2013,No,Developed
Spain,ARB/14/12,2014,No,Developed
Spain,ARB/14/11,2014,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/14/10,2014,Yes,Developing
Ukraine,ARB/14/9,2014,No,Developed
"Venezuela, Bolivarian Republic Of",ARB(AF)/14/1,2014,Yes,Developing
Montenegro,ARB/14/8,2014,Yes,Developed
Gambia,ARB/14/7,2014,Yes,Developing
Gambia,ARB/14/6,2014,Yes,Developing
Costa Rica,ARB/14/5,2014,Yes,Developing
Egypt,ARB/14/4,2014,Yes,Developing
Italy,ARB/14/3,2014,No,Developed
Sudan,ARB/14/2,2014,No,Developing
Spain,ARB/14/1,2014,No,Developed
Jordan,ARB/13/38,2013,No,Developing
Egypt,ARB/13/37,2013,No,Developing
Spain,ARB/13/36,2013,No,Developed
Hungary,ARB/13/35,2013,No,Developed
Madagascar,ARB/13/34,2013,No,Developing
Papua New Guinea,ARB/13/33,2013,Yes,Developing
Croatia,ARB/13/32,2013,Yes,Developed
Spain,ARB/13/31,2013,No,Developed
Spain,ARB/13/30,2013,No,Developed
Egypt,ARB/13/29,2013,No,Developing
Mexico,ARB(AF)/13/2,2013,No,Developing
Costa Rica,UNCT/13/2,2013,No,Developing
Panama,ARB/13/28,2013,No,Developing
Cyprus,ARB/13/27,2013,No,Developed
Uzbekistan,ARB/13/26,2013,No,Developing
Uganda,ARB/13/25,2013,Yes,Developing
Peru,ARB/13/24,2013,No,Developing
Egypt,ARB/13/23,2013,No,Developing
France,ARB/13/22,2013,No,Developed
Hungary,ARB/13/21,2013,No,Developed
Nigeria,ARB/13/20,2013,Yes,Developing
Uzbekistan,ARB/13/19,2013,No,Developing
Peru,UNCT/13/1,2011,Yes,Developing
El Salvador,ARB/13/18,2013,No,Developing
Bulgaria,ARB/13/17,2013,No,Developed
Mali,ARB/13/16,2013,Yes,Developing
Tunisia,ARB/13/15,2013,Yes,Developing
Cameroon,ARB/13/14,2013,Yes,Developing
Kazakhstan,ARB/13/13,2013,Yes,Developing
Croatia,ARB/13/12,2013,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/13/11,2013,No,Developing
Slovenia,ARB/13/10,2013,No,Developed
Uzbekistan,ARB/13/9,2013,Yes,Developing
Burundi,ARB/13/7,2013,No,Developing
Greece,ARB/13/8,2013,No,Developed
Uzbekistan,ARB/13/6,2013,No,Developing
Kyrgyzstan,ARB(AF)/13/1,2013,Yes,Developing
Egypt,ARB/13/5,2013,No,Developing
Egypt,ARB/13/4,2013,No,Developing
Egypt,ARB/13/3,2013,No,Developing
Costa Rica,ARB/13/2,2013,Yes,Developing
Pakistan,ARB/13/1,2013,No,Developing
Indonesia,ARB/12/40 and 12/14,2012,Yes,Developing
Argentina,ARB/12/38,2012,Yes,Developing
South Korea,ARB/12/37,2012,No,Developed
Montenegro,ARB(AF)/12/8,2012,No,Developed
Guinea,ARB/12/36,2012,No,Developing
Algeria,ARB/12/35,2012,No,Developing
Uzbekistan,ARB(AF)/12/7,2012,No,Developing
Uganda,ARB/12/34,2012,Yes,Developing
Latvia,ARB/12/33,2012,No,Developed
Algeria,ARB/12/32,2012,No,Developing
North Macedonia,ARB/12/31,2012,No,Developed
Tunisia,ARB/12/30,2012,Yes,Developing
Belgium,ARB/12/29,2012,No,Developed
Laos,ARB(AF)/12/6,2012,No,Developing
Peru,ARB/12/28,2012,Yes,Developing
Georgia,ARB/12/27,2012,No,Developing
South Sudan,ARB/12/26,2012,Yes,Developing
Romania,ARB/12/25,2012,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/12/24,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/23,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/22,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/21,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/20,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/19,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB(AF)/12/5,2012,Yes,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/18,2012,No,Developing
Spain,ARB/12/17,2012,No,Developed
Bulgaria,ARB/12/16,2012,No,Developed
United States,CONC(AF)/12/2,2012,Yes,Developed
Egypt,ARB/12/15,2012,No,Developing
Indonesia,ARB/12/14 and 12/40,2012,Yes,Developing
Mexico,ARB(AF)/12/4,2012,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/12/13,2012,No,Developing
Germany,ARB/12/12,2012,No,Developed
Egypt,ARB/12/11,2012,Yes,Developing
Canada,ARB(AF)/12/3,2012,No,Developed
Equatorial Guinea,CONC(AF)/12/1,2012,Yes,Developing
Saint Lucia,ARB/12/10,2012,Yes,Developing
Hungary,ARB/12/9,2012,No,Developed
Guinea,ARB/12/8,2012,No,Developing
Slovakia,ARB/12/7,2012,Yes,Developed
Turkmenistan,ARB/12/6,2012,No,Developing
Equatorial Guinea,ARB(AF)/12/2,2012,No,Developing
United States,ARB(AF)/12/1,2012,No,Developed
Peru,ARB/12/5,2012,No,Developing
Costa Rica,ARB/12/4,2012,No,Developing
Hungary,ARB/12/3,2012,No,Developed
Hungary,ARB/12/2,2012,No,Developed
Oman,ARB/11/33,2011,Yes,Developing
Egypt,ARB/11/32,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/31,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/30,2011,No,Developing
Guinea,ARB/11/29,2011,No,Developing
Turkey,ARB/11/28,2011,No,Developing
Philippines,ARB/11/27,2011,No,Developing
Turkmenistan,ARB(AF)/11/4,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/26,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/25,2011,No,Developing
Cameroon,CONC/11/1,2011,Yes,Developing
Albania,ARB/11/24,2011,Yes,Developed
"Moldova, Republic Of",ARB/11/23,2011,No,Developed
Hungary,ARB/11/22,2011,No,Developed
Peru,ARB/11/21,2011,No,Developing
Turkmenistan,ARB/11/20,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/19,2011,No,Developing
Albania,ARB/11/18,2011,No,Developed
Peru,ARB/11/17,2011,No,Developing
Egypt,ARB/11/16,2011,No,Developing
China,ARB/11/15,2011,No,Developing
Liberia,ARB/11/14,2011,Yes,Developing
Indonesia,ARB/11/13,2011,No,Developing
Philippines,ARB/11/12,2011,No,Developing
Poland,ARB(AF)/11/3,2011,No,Developed
Niger,ARB/11/11,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/10,2011,Yes,Developing
Peru,ARB/11/9,2011,No,Developing
Pakistan,ARB/11/8,2011,No,Developing
Egypt,ARB/11/7,2011,Yes,Developing
Egypt,ARB/11/6,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB(AF)/11/2,2011,Yes,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/5,2011,No,Developing
"Venezuela, Bolivarian Republic Of",ARB(AF)/11/1,2011,Yes,Developing
Serbia,ARB/11/4,2011,No,Developed
Bulgaria,ARB/11/3,2011,No,Developed
Kazakhstan,ARB/11/2,2011,Yes,Developing
"Venezuela, Bolivarian Republic Of",ARB/11/1,2011,Yes,Developing
Zimbabwe,ARB/10/25,2010,No,Developing
Turkmenistan,ARB/10/24,2010,No,Developing
Guatemala,ARB/10/23,2010,No,Developing
Romania,ARB/10/22,2010,No,Developed
Congo,ARB/10/21,2010,Yes,Developing
Tanzania,ARB/10/20,2010,No,Developing
Poland,ARB(AF)/10/1,2010,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/10/19,2010,No,Developing
Peru,ARB/10/17,2010,No,Developing
Kazakhstan,ARB/10/16,2010,No,Developing
Zimbabwe,ARB/10/15,2010,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/10/14,2010,Yes,Developing
Romania,ARB/10/13,2010,No,Developed
"Tanzania, United Republic Of",ARB/10/12,2010,No,Developing
Bangladesh,ARB/10/11,2010,Yes,Developing
Rwanda,ARB/10/10,2010,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/10/9,2010,Yes,Developing
"Bolivia, Plurinational State Of",ARB/10/8,2010,Yes,Developing
Uruguay,ARB/10/7,2010,No,Developing
Grenada,ARB/10/6,2010,Yes,Developing
"Venezuela, Bolivarian Republic Of",ARB/10/5,2010,No,Developing
Congo,ARB/10/4,2010,No,Developing
Uzbekistan,ARB/10/3,2010,No,Developing
Peru,ARB/10/2,2010,No,Developing
Turkmenistan,ARB/10/1,2010,No,Developing
Ecuador,ARB/09/23,2009,No,Developing
Georgia,ARB/09/22,2009,Yes,Developing
Serbia,ARB/09/21,2009,No,Developed
Mexico,ARB(AF)/09/2,2009,No,Developing
Costa Rica,ARB/09/20,2009,No,Developing
"Venezuela, Bolivarian Republic Of",ARB(AF)/09/1,2009,Yes,Developing
Gambia,ARB/09/19,2009,Yes,Developing
Cambodia,ARB/09/18,2009,No,Developing
El Salvador,ARB/09/17,2009,Yes,Developing
North Macedonia,ARB/09/16,2009,No,Developed
Egypt,ARB/09/15,2009,No,Developing
Algeria,ARB/09/14,2009,Yes,Developing
Jordan,ARB/09/13,2009,No,Developing
El Salvador,ARB/09/12,2009,Yes,Developing
Ukraine,ARB/09/11,2009,No,Developed
North Macedonia,ARB/09/10,2009,No,Developed
Turkmenistan,ARB/09/9,2009,No,Developing
Kazakhstan,ARB/09/8,2009,No,Developing
Yemen,ARB/09/7,2009,No,Developing
Germany,ARB/09/6,2009,No,Developed
Guatemala,ARB/09/5,2009,No,Developing
Honduras,ARB/09/4,2009,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/09/3,2009,No,Developing
Sri Lanka,ARB/09/2,2009,No,Developing
Argentina,ARB/09/1,2009,No,Developing
Senegal,ARB/08/20,2008,No,Developing
Georgia,ARB/08/19,2008,No,Developing
Egypt,ARB/08/18,2008,No,Developing
Gabon,ARB/08/17,2008,No,Developing
Ukraine,ARB/08/16,2008,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/08/15,2008,No,Developing
Argentina,ARB/08/14,2008,No,Developing
Turkey,ARB/08/13,2008,No,Developing
Kazakhstan,ARB/08/12,2008,Yes,Developing
Ukraine,ARB/08/11,2008,No,Developed
Ecuador,ARB/08/10,2008,Yes,Developing
Argentina,ARB/08/9,2008,No,Developing
Ukraine,ARB/08/8,2008,No,Developed
Georgia,ARB/08/7,2008,Yes,Developing
Ecuador,ARB/08/6,2008,Yes,Developing
Ecuador,ARB/08/5,2008,Yes,Developing
Ecuador,ARB/08/4,2008,Yes,Developing
"Venezuela, Bolivarian Republic Of",ARB/08/3,2008,No,Developing
Costa Rica,ARB(AF)/08/1,2008,No,Developing
Jordan,ARB/08/2,2008,No,Developing
Costa Rica,ARB/08/1,2008,No,Developing
Canada,ARB(AF)/07/4,2007,Yes,Developed
Honduras,ARB/07/32,2007,No,Developing
Argentina,ARB/07/31,2007,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/07/30,2007,Yes,Developing
Paraguay,ARB/07/29,2007,No,Developing
"Bolivia, Plurinational State Of",ARB/07/28,2007,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/07/27,2007,Yes,Developing
Argentina,ARB/07/26,2007,No,Developing
Jordan,ARB/07/25,2007,Yes,Developing
Ghana,ARB/07/24,2007,No,Developing
Lithuania,ARB/05/8,2005,No,Developed
Uzbekistan,ARB/06/20,2006,Yes,Developing
Nicaragua,ARB/06/14,2006,No,Developing
Estonia,ARB/06/6,2006,No,Developed
Malaysia,ARB/05/10,2005,No,Developing
Mexico,ARB(AF)/05/1,2005,No,Developing
Togo,CONC/05/1,2005,No,Developing
Turkey,ARB/04/21,2004,No,Developing
Argentina,ARB/04/20,2004,No,Developing
Argentina,ARB/04/18,2004,No,Developing
Slovenia,ARB/04/17,2004,No,Developed
Hungary,ARB/04/15,2004,No,Developed
Mongolia,ARB/04/10,2004,No,Developing
Chile,ARB/04/7,2004,No,Developing
Indonesia,ARB/04/3,2004,No,Developing
Ukraine,ARB/04/2,2004,No,Developed
Poland,ARB(AF)/04/2,2004,No,Developed
El Salvador,ARB/03/26,2003,No,Developing
Philippines,ARB/03/25,2003,No,Developing
Argentina,ARB/03/18,2003,No,Developing
Hungary,ARB/03/16,2003,No,Developed
Argentina,ARB/03/12,2003,No,Developing
Egypt,ARB/03/11,2003,Yes,Developing
Algeria,ARB/03/8,2003,No,Developing
Argentina,ARB/03/7,2003,No,Developing
Ecuador,ARB/03/6,2003,No,Developing
Peru,ARB/03/4,2003,No,Developing
Pakistan,ARB/03/3,2003,No,Developing
Saudi Arabia,ARB/03/1,2003,No,Developing
Niger,CONC/03/1,2003,Yes,Developing
Egypt,ARB/02/15,2002,No,Developing
Ukraine,ARB/02/18,2002,No,Developed
Seychelles,ARB/02/14,2002,No,Developing
Jordan,ARB/02/13,2002,No,Developing
Jordan,ARB/02/12,2002,No,Developing
Kazakhstan,ARB/02/11,2002,No,Developing
Ecuador,ARB/02/10,2002,No,Developing
Egypt,ARB/02/9,2002,No,Developing
United Arab Emirates,ARB/02/7,2002,No,Developing
Turkey,ARB/02/5,2002,No,Developing
Cameroon,ARB/02/4,2002,No,Developing
"Bolivia, Plurinational State Of",ARB/02/3,2002,No,Developing
Pakistan,ARB/02/2,2002,No,Developing
Argentina,ARB/02/1,2002,Yes,Developing
Mexico,ARB(AF)/02/1,2002,No,Developing
Trinidad And Tobago,ARB/01/14,2001,Yes,Developing
Pakistan,ARB/01/13,2001,No,Developing
Romania,ARB/01/11,2001,No,Developed
Ecuador,ARB/01/10,2001,Yes,Developing
Guyana,ARB/01/9,2001,No,Developing
Chile,ARB/01/7,2001,No,Developing
Kazakhstan,ARB/01/6,2001,No,Developing
Mali,ARB/01/5,2001,Yes,Developing
Hungary,ARB/01/4,2001,No,Developed
United Arab Emirates,ARB/01/1,2001,No,Developing
Ukraine,ARB/00/9,2000,No,Developed
Congo,ARB/00/8,2000,Yes,Developing
Kenya,ARB/00/7,2000,No,Developing
Morocco,ARB/00/6,2000,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/00/5,2000,No,Developing
Morocco,ARB/00/4,2000,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/00/3,2000,No,Developing
Sri Lanka,ARB/00/2,2000,No,Developing
Georgia,ARB/00/1,2000,No,Developing
Mexico,ARB(AF)/00/3,2000,No,Developing
United States,ARB(AF)/00/1,2000,No,Developed
Honduras,ARB/99/8,1999,No,Developing
Congo,ARB/99/7,1999,No,Developing
Egypt,ARB/99/6,1999,No,Developing
Gambia,ARB/99/5,1999,No,Developing
Argentina,ARB/99/4,1999,No,Developing
Malaysia,ARB/99/3,1999,No,Developing
Estonia,ARB/99/2,1999,No,Developed
Argentina,ARB/99/1,1999,Yes,Developing
United States,ARB(AF)/99/2,1999,No,Developed
Mexico,ARB(AF)/99/1,1999,No,Developing
Tanzania,ARB/98/8,1998,No,Developing
Congo,ARB/98/7,1998,Yes,Developing
Peru,ARB/98/6,1998,Yes,Developing
Paraguay,ARB/98/5,1998,No,Developing
Egypt,ARB/98/4,1998,No,Developing
Liberia,ARB/98/3,1998,No,Developing
Argentina,ARB/98/1,1998,No,Developing
United States,ARB(AF)/98/3,1998,No,Developed
Mexico,ARB(AF)/98/2,1998,No,Developing
Ukraine,ARB(AF)/98/1,1998,No,Developed
Côte D'Ivoire,ARB/97/8,1997,No,Developing
Spain,ARB/97/7,1997,No,Developed
Argentina,ARB/97/6,1997,No,Developing
Grenada,ARB/97/5,1997,No,Developing
Slovakia,ARB/97/4,1997,No,Developed
Argentina,ARB/97/3,1997,No,Developing
Congo,ARB/97/2,1997,Yes,Developing
Burkina Faso,ARB/97/1,1997,Yes,Developing
Mexico,ARB(AF)/97/2,1997,No,Developing
Mexico,ARB(AF)/97/1,1997,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/96/3,1996,No,Developing
Papua New Guinea,ARB/96/2,1996,Yes,Developing
Costa Rica,ARB/96/1,1996,No,Developing
Burundi,ARB/95/3,1995,Yes,Developing
Saint Kitts And Nevis,ARB/95/2,1995,No,Developing
Albania,ARB/95/1,1995,No,Developed
Albania,ARB/94/2,1994,No,Developed
Madagascar,CONC/94/1,1994,No,Developing
Malaysia,ARB/94/1,1994,No,Developing
Congo,ARB/93/1,1993,No,Developing
Bangladesh,ARB/92/2,1992,Yes,Developing
Ghana,ARB/92/1,1992,Yes,Developing
Egypt,ARB/89/1,1989,No,Developing
Pakistan,ARB/87/4,1987,Yes,Developing
Sri Lanka,ARB/87/3,1987,No,Developing
New Zealand,ARB/87/2,1987,Yes,Developed
Gabon,ARB/87/1,1987,No,Developing
Tunisia,ARB/86/1,1986,No,Developing
Guinea,ARB/84/4,1984,Yes,Developing
Egypt,ARB/84/3,1984,No,Developing
South Korea,ARB/84/2,1984,No,Developed
Guinea,ARB/84/1,1984,No,Developing
Trinidad And Tobago,CONC/83/1,1983,Yes,Developing
Liberia,ARB/83/2,1983,No,Developing
Iceland,ARB/83/1,1983,Yes,Developed
Madagascar,CONC/82/1,1982,No,Developing
Senegal,ARB/82/1,1982,No,Developing
Cameroon,ARB/81/2,1981,No,Developing
Indonesia,ARB/81/1,1981,No,Developing
Nigeria,ARB/78/1,1978,Yes,Developing
Congo,ARB/77/2,1977,No,Developing
Congo,ARB/77/1,1977,Yes,Developing
France,ARB/76/1,1976,No,Developed
Jamaica,ARB/74/4,1974,Yes,Developing
Jamaica,ARB/74/3,1974,Yes,Developing
Jamaica,ARB/74/2,1974,Yes,Developing
Côte D'Ivoire,ARB/74/1,1974,No,Developing
Morocco,ARB/72/1,1972,No,Developing
Guatemala,ARB/07/23,2007,No,Developing
Central African Republic,CONC/07/1,2007,No,Developing
Hungary,ARB/07/22,2007,No,Developed
Albania,ARB/07/21,2007,No,Developed
Turkey,ARB/07/20,2007,No,Developing
Hungary,ARB/07/19,2007,No,Developed
Nigeria,ARB/07/18,2007,Yes,Developing
Argentina,ARB/07/17,2007,No,Developing
Ukraine,ARB/07/16,2007,No,Developed
Georgia,ARB/07/15,2007,Yes,Developing
Kazakhstan,ARB/07/14,2007,Yes,Developing
Romania,ARB/07/13,2007,No,Developed
Lebanon,ARB/07/12,2007,No,Developing
Bosnia And Herzegovina,ARB/07/11,2007,No,Developed
Central African Republic,ARB/07/10,2007,No,Developing
Paraguay,ARB/07/9,2007,No,Developing
Argentina,ARB/07/8,2007,No,Developing
Costa Rica,ARB(AF)/07/3,2007,No,Developing
Turkey,ARB(AF)/07/2,2007,No,Developing
Armenia,ARB/07/7,2007,Yes,Developing
Peru,ARB/07/6,2007,No,Developing
Argentina,ARB/07/5,2007,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/07/4,2007,Yes,Developing
Indonesia,ARB/07/3,2007,Yes,Developing
Central African Republic,ARB/07/2,2007,Yes,Developing
Azerbaijan,ARB/07/1,2007,Yes,Developing
South Africa,ARB(AF)/07/1,2007,Yes,Developing
Ecuador,ARB/06/21,2006,Yes,Developing
Panama,ARB/06/19,2006,No,Developing
Ukraine,ARB/06/18,2006,No,Developed
Turkey,ARB(AF)/06/2,2006,No,Developing
Ecuador,ARB/06/17,2006,Yes,Developing
Azerbaijan,ARB/06/16,2006,No,Developing
Azerbaijan,ARB/06/15,2006,Yes,Developing
Peru,ARB/06/13,2006,No,Developing
Congo,ARB/06/12,2006,No,Developing
Ecuador,ARB/06/11,2006,Yes,Developing
Bangladesh,ARB/06/10,2006,Yes,Developing
Slovakia,ARB/06/9,2006,No,Developed
Turkey,ARB/06/8,2006,No,Developing
Kyrgyzstan,ARB(AF)/06/1,2006,No,Developing
Togo,ARB/06/7,2006,No,Developing
Czechia,ARB/06/5,2006,No,Developed
"Venezuela, Bolivarian Republic Of",ARB/06/4,2006,No,Developing
Romania,ARB/06/3,2006,Yes,Developed
"Bolivia, Plurinational State Of",ARB/06/2,2006,Yes,Developing
Romania,ARB/06/1,2006,No,Developed
Slovenia,ARB/05/24,2005,No,Developed
Georgia,ARB/05/23,2005,No,Developing
"Tanzania, United Republic Of",ARB/05/22,2005,No,Developing
Congo,ARB/05/21,2005,No,Developing
Romania,ARB/05/20,2005,No,Developed
Egypt,ARB/05/19,2005,No,Developing
Georgia,ARB/05/18,2005,Yes,Developing
Yemen,ARB/05/17,2005,No,Developing
Kazakhstan,ARB/05/16,2005,No,Developing
Mexico,ARB(AF)/05/2,2005,No,Developing
Egypt,ARB/05/15,2005,No,Developing
Grenada,ARB/05/14,2005,Yes,Developing
Romania,ARB/05/13,2005,No,Developed
Ecuador,ARB/05/12,2005,No,Developing
Argentina,ARB/05/11,2005,No,Developing
Ecuador,ARB/05/9,2005,No,Developing
Bangladesh,ARB/05/7,2005,Yes,Developing
Zimbabwe,ARB/05/6,2005,No,Developing
Argentina,ARB/05/5,2005,No,Developing
"Venezuela, Bolivarian Republic Of",ARB/05/4,2005,No,Developing
Algeria,ARB/05/3,2005,No,Developing
Argentina,ARB/05/2,2005,No,Developing
Argentina,ARB/05/1,2005,No,Developing
"Venezuela, Bolivarian Republic Of",ARB(AF)/04/6,2004,Yes,Developing
Ecuador,ARB/04/19,2004,No,Developing
Mexico,ARB(AF)/04/5,2004,No,Developing
Mexico,ARB(AF)/04/4,2004,No,Developing
Mexico,ARB(AF)/04/3,2004,No,Developing
Argentina,ARB/04/16,2004,Yes,Developing
Argentina,ARB/04/14,2004,Yes,Developing
Egypt,ARB/04/13,2004,No,Developing
Tunisia,ARB/04/12,2004,No,Developing
Congo,ARB/04/11,2004,Yes,Developing
Argentina,ARB/04/9,2004,No,Developing
Argentina,ARB/04/8,2004,No,Developing
Estonia,ARB/04/6,2004,No,Developed
Gabon,ARB/04/5,2004,No,Developing
Argentina,ARB/04/4,2004,No,Developing
Argentina,ARB/04/1,2004,Yes,Developing
Mexico,ARB(AF)/04/1,2004,No,Developing
Argentina,ARB/03/30,2003,No,Developing
Pakistan,ARB/03/29,2003,No,Developing
Peru,ARB/03/28,2003,No,Developing
Argentina,ARB/03/27,2003,No,Developing
Bulgaria,ARB/03/24,2003,Yes,Developed
Argentina,ARB/03/23,2003,No,Developing
Argentina,ARB/03/22,2003,No,Developing
Argentina,ARB/03/21,2003,No,Developing
Argentina,ARB/03/20,2003,No,Developing
Argentina,ARB/03/19,2003,No,Developing
Argentina,ARB/03/17,2003,No,Developing
Argentina,ARB/03/15,2003,No,Developing
Congo,ARB/03/14,2003,Yes,Developing
Argentina,ARB/03/13,2003,No,Developing
Argentina,ARB/03/10,2003,Yes,Developing
Argentina,ARB/03/9,2003,No,Developing
Argentina,ARB/03/5,2003,No,Developing
Argentina,ARB/03/2,2003,Yes,Developing
Argentina,ARB/02/17,2002,No,Developing
Argentina,ARB/02/16,2002,Yes,Developing
Argentina,ARB/02/8,2002,No,Developing
Philippines,ARB/02/6,2002,No,Developing
Argentina,ARB/01/12,2001,No,Developing
Argentina,ARB/01/8,2001,Yes,Developing
Argentina,ARB/01/3,2001,Yes,Developing
Burundi,ARB/01/2,2001,Yes,Developing
Chile,ARB/98/2,1998,No,Developing
Armenia,,2023,Yes,Developing
Netherlands,,2023,No,Developed
United States,,2023,No,Developed
"Venezuela, Bolivarian Republic Of",,2023,No,Developing
Lithuania,,2023,No,Developed
Belize,,2023,No,Developing
Bosnia And Herzegovina,,2023,No,Developed
Viet Nam,,2023,No,Developing
Russian Federation,,2023,No,Developed
Myanmar,,2023,No,Developing
Australia,,2023,Yes,Developed
Australia,,2023,Yes,Developed
Ethiopia,,2022,No,Developing
Mexico,,2022,No,Developing
Peru,,2022,Yes,Developing
Azerbaijan,,2022,No,Developing
Panama,,2022,No,Developing
Mexico,,2022,Yes,Developing
India,,2022,No,Developing
