,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
595,718,ARB/15/39,Webuild S.p.A. (formerly Salini Impregilo S.p.A.),Y,Argentine Republic,Pending,Y,2015-09-17 00:00:00,Y,Argentina,ARG,pycountry,2015,9,17,No
596,723,UNCT/15/3,David Aven et al.,Y,Republic of Costa Rica,Concluded,Y,2014-01-24 00:00:00,Y,Costa Rica,CRI,pycountry,2014,1,24,No
597,724,ARB/15/38,SolEs Badajoz GmbH,Y,Kingdom of Spain,Concluded,Y,2015-08-24 00:00:00,Y,Spain,ESP,pycountry,2015,8,24,No
598,727,ARB/15/37,Silver Ridge Power BV,Y,Italian Republic,Concluded,Y,2015-08-11 00:00:00,Y,Italy,ITA,pycountry,2015,8,11,No
599,728,ARB/15/36,OperaFund Eco-Invest SICAV PLC and Schwab Holding AG,Y,Kingdom of Spain,Concluded,Y,2015-08-11 00:00:00,Y,Spain,ESP,pycountry,2015,8,11,No
600,731,ARB/15/35,"E.ON SE, E.ON Finanzanlagen GmbH and E.ON Iberia Holding GmbH",Y,Kingdom of Spain,Pending,Y,2015-08-10 00:00:00,Y,Spain,ESP,pycountry,2015,8,10,No
601,733,ARB/15/34,"Cavalum SGPS, S.A.",Y,Kingdom of Spain,Concluded,Y,2015-08-04 00:00:00,Y,Spain,ESP,pycountry,2015,8,4,No
602,737,ARB/15/33,Gilward Investments B.V.,Y,Ukraine,Concluded,Y,2015-07-31 00:00:00,Y,Ukraine,UKR,pycountry,2015,7,31,No
603,738,ARB/15/32,B.V. Belegging-Maatschappij “Far East”,Y,Republic of Austria,Concluded,Y,2015-07-30 00:00:00,Y,Austria,AUT,pycountry,2015,7,30,No
604,739,ARB/15/31,Gabriel Resources Ltd. and Gabriel Resources (Jersey),Y,Romania,Pending,Y,2015-07-30 00:00:00,Y,Romania,ROU,pycountry,2015,7,30,Yes
605,741,ARB(AF)/15/1,Strabag SE ,Y,Libya,Concluded,Y,2015-07-20 00:00:00,Y,Libya,LBY,pycountry,2015,7,20,No
606,742,ARB/15/30,"Samsung Engineering Co., Ltd.",Y,Sultanate of Oman,Concluded,Y,2015-07-20 00:00:00,Y,Oman,OMN,pycountry,2015,7,20,No
607,743,ARB/15/29,"Cortec Mining Kenya Limited, Cortec (Pty) Limited and Stirling Capital Limited",Y,Republic of Kenya,Concluded,Y,2015-07-07 00:00:00,Y,Kenya,KEN,pycountry,2015,7,7,Yes
608,745,ARB/15/28,Hydro S.r.l. and others,Y,Republic of Albania,Concluded,Y,2015-06-29 00:00:00,Y,Albania,ALB,pycountry,2015,6,29,No
609,749,ARB/15/27,JGC Holdings Corporation (formerly JGC Corporation),Y,Kingdom of Spain,Concluded,Y,2015-06-22 00:00:00,Y,Spain,ESP,pycountry,2015,6,22,No
610,751,ARB/15/26,Nabucco Gas Pipeline International GmbH in Liqu.,Y,Republic of Turkey,Concluded,Y,2015-06-16 00:00:00,Y,Turkey,,alias,2015,6,16,Yes
611,752,ARB/15/25,KS Invest GmbH and TLS Invest GmbH,Y,Kingdom of Spain,Pending,Y,2015-06-16 00:00:00,Y,Spain,ESP,pycountry,2015,6,16,No
612,754,ARB/15/24,Ali Alyafei,Y,Hashemite Kingdom of Jordan,Concluded,Y,2015-06-11 00:00:00,Y,Jordan,JOR,pycountry,2015,6,11,No
613,755,ARB/15/23,Mathias Kruck and others,Y,Kingdom of Spain ,Concluded,Y,2015-06-04 00:00:00,Y,Spain,ESP,pycountry,2015,6,4,No
614,757,ARB/15/22,ACP Axos Capital GmbH,Y,Republic of Kosovo,Concluded,Y,2015-06-04 00:00:00,Y,Kosovo,,alias,2015,6,4,No
615,758,ARB/15/21,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd.,Y,Republic of Senegal,Concluded,Y,2015-06-01 00:00:00,Y,Senegal,SEN,pycountry,2015,6,1,No
616,759,ARB/15/20,Cube Infrastructure Fund SICAV and others,Y,Kingdom of Spain ,Concluded,Y,2015-06-01 00:00:00,Y,Spain,ESP,pycountry,2015,6,1,No
617,761,ARB/15/19,ENERGO-PRO a.s.,Y,Republic of Bulgaria,Concluded,Y,2015-05-26 00:00:00,Y,Bulgaria,BGR,pycountry,2015,5,26,No
618,762,ARB/15/18,Capital Financial Holdings Luxembourg S.A.,Y,Republic of Cameroon,Concluded,Y,2015-05-20 00:00:00,Y,Cameroon,CMR,pycountry,2015,5,20,No
619,764,ARB/15/17,Hanocal Holding B.V. and IPIC International B.V.,Y,Republic of Korea,Concluded,Y,2015-05-20 00:00:00,Y,South Korea,,alias,2015,5,20,Yes
620,765,ARB/15/16,BayWa r.e. AG,Y,Kingdom of Spain,Concluded,Y,2015-05-08 00:00:00,Y,Spain,ESP,pycountry,2015,5,8,No
621,767,ARB/15/15,9REN Holding S.a.r.l,Y,Kingdom of Spain,Concluded,Y,2015-04-21 00:00:00,Y,Spain,ESP,pycountry,2015,4,21,No
622,770,UNCT/15/2,Lone Pine Resources Inc.,Y,Canada,Concluded,Y,2013-09-06 00:00:00,Y,Canada,CAN,pycountry,2013,9,6,Yes
623,771,ARB/15/14,Álvarez y Marín Corporación S.A. and others,Y,Republic of Panama,Concluded,Y,2015-04-20 00:00:00,Y,Panama,PAN,pycountry,2015,4,20,No
624,772,ARB/15/13,Devincci Salah Hourani and Issam Salah Hourani,Y,Republic of Kazakhstan,Concluded,Y,2015-04-16 00:00:00,Y,Kazakhstan,KAZ,pycountry,2015,4,16,No
625,773,ARB/15/12,"PT Ventures, SGPS, S.A.",Y,Republic of Cabo Verde,Concluded,Y,2015-04-14 00:00:00,Y,Cabo Verde,CPV,pycountry,2015,4,14,No
626,774,UNCT/15/1,A11Y LTD.,Y,Czech Republic,Concluded,Y,2015-01-16 00:00:00,Y,Czechia,CZE,pycountry,2015,1,16,No
627,775,ARB/15/11,Total E&P Uganda BV,Y,Republic of Uganda,Concluded,Y,2015-03-20 00:00:00,Y,Uganda,UGA,pycountry,2015,3,20,Yes
628,776,ARB/15/10,Orange SA,Y,Hashemite Kingdom of Jordan,Concluded,Y,2015-03-13 00:00:00,Y,Jordan,JOR,pycountry,2015,3,13,No
629,777,ARB/15/9,Poltava Gas B.V. and Poltava Petroleum Company,Y,Ukraine,Concluded,Y,2015-03-11 00:00:00,Y,Ukraine,UKR,pycountry,2015,3,11,Yes
630,778,ARB/15/8,Aktau Petrol Ticaret A.Ş.,Y,Republic of Kazakhstan,Concluded,Y,2015-03-06 00:00:00,Y,Kazakhstan,KAZ,pycountry,2015,3,6,Yes
631,780,ARB/15/7,WalAm Energy LLC,Y,Republic of Kenya,Concluded,Y,2015-02-23 00:00:00,Y,Kenya,KEN,pycountry,2015,2,23,No
632,782,UNCT/10/2,Apotex Inc.,Y,United States of America,Concluded,Y,2008-12-10 00:00:00,Y,United States,USA,pycountry,2008,12,10,No
633,783,UNCT/10/1,AbitibiBowater Inc.,Y,Canada,Concluded,Y,2010-02-25 00:00:00,Y,Canada,CAN,pycountry,2010,2,25,No
634,784,ARB/15/6,Mobil Investments Canada Inc.,Y,Canada,Concluded,Y,2015-02-18 00:00:00,Y,Canada,CAN,pycountry,2015,2,18,Yes
635,785,ARB/15/5,B3 Croatian Courier Coöperatief U.A. ,Y,Republic of Croatia ,Concluded,Y,2015-02-03 00:00:00,Y,Croatia,HRV,pycountry,2015,2,3,No
636,786,ARB/15/4,STEAG GmbH,Y,Kingdom of Spain ,Concluded,Y,2015-01-21 00:00:00,Y,Spain,ESP,pycountry,2015,1,21,No
637,788,ARB/15/3,Abed El Jaouni,Y,Lebanese Republic,Concluded,Y,2015-01-16 00:00:00,Y,Lebanon,LBN,pycountry,2015,1,16,No
638,790,ARB/15/2,"Lighthouse Corporation Pty Ltd and Lighthouse Corporation Ltd, IBC",Y,Democratic Republic of Timor-Leste,Concluded,Y,2015-01-14 00:00:00,Y,Timor-Leste,TLS,pycountry,2015,1,14,Yes
639,791,ARB/15/1,"Stadtwerke München GmbH, RWE Innogy GmbH, and others",Y,Kingdom of Spain,Concluded,Y,2015-01-07 00:00:00,Y,Spain,ESP,pycountry,2015,1,7,No
641,795,ARB/14/34,RWE Innogy GmbH and RWE Innogy Aersa S.A.U.,Y,Kingdom of Spain,Concluded,Y,2014-12-23 00:00:00,Y,Spain,ESP,pycountry,2014,12,23,No
642,797,ARB/14/33,"IBT Group, LLC, Constructor, Consulting and Engineering (Panamá), S.A., and International Business and Trade, LLC.",Y,Republic of Panama,Concluded,Y,2014-12-19 00:00:00,Y,Panama,PAN,pycountry,2014,12,19,No
643,798,ARB/14/32,Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft,Y,Argentine Republic,Concluded,Y,2014-12-18 00:00:00,Y,Argentina,ARG,pycountry,2014,12,18,No
644,800,ARB/14/31,Tariq Bashir and SA Interpétrol Burundi,Y,Republic of Burundi,Concluded,Y,2014-12-12 00:00:00,Y,Burundi,BDI,pycountry,2014,12,12,Yes
645,801,ARB/12/39,Georg Gavrilović and Gavrilović d.o.o.,Y,Republic of Croatia,Concluded,Y,2012-12-21 00:00:00,Y,Croatia,HRV,pycountry,2012,12,21,No
646,802,ARB/14/30,Beijing Urban Construction Group Co. Ltd.,Y,Republic of Yemen,Concluded,Y,2014-12-03 00:00:00,Y,Yemen,YEM,pycountry,2014,12,3,No
647,803,ARB/14/29,"Ioan Micula, Viorel Micula and others",Y,Romania,Concluded,Y,2014-11-24 00:00:00,Y,Romania,ROU,pycountry,2014,11,24,No
648,805,ARB/14/28,Alpiq AG,Y,Romania ,Concluded,Y,2014-11-17 00:00:00,Y,Romania,ROU,pycountry,2014,11,17,No
649,808,ARB/14/27,Zelena N.V. and Energo-Zelena d.o.o Inđija,Y,Republic of Serbia,Concluded,Y,2014-11-07 00:00:00,Y,Serbia,SRB,pycountry,2014,11,7,No
650,809,ARB/14/26,"Albaniabeg Ambient Sh.p.k, M. Angelo Novelli and Costruzioni S.r.l.",Y,Republic of Albania ,Concluded,Y,2014-11-07 00:00:00,Y,Albania,ALB,pycountry,2014,11,7,No
651,811,ARB/14/25,"Ansung Housing Co., Ltd.",Y,People's Republic of China ,Concluded,Y,2014-11-04 00:00:00,Y,China,CHN,pycountry,2014,11,4,No
653,814,ARB/14/24,United Utilities (Tallinn) B.V. and Aktsiaselts Tallinna Vesi,Y,Republic of Estonia,Concluded,Y,2014-10-24 00:00:00,Y,Estonia,EST,pycountry,2014,10,24,No
654,815,ARB/14/23,Tamagot Bumi S.A. and Bumi Mauritania S.A.,Y,Islamic Republic of Mauritania,Concluded,Y,2014-10-20 00:00:00,Y,Mauritania,MRT,pycountry,2014,10,20,Yes
655,816,ARB/12/1,Tethyan Copper Company Pty Limited,Y,Islamic Republic of Pakistan,Concluded,Y,2012-01-12 00:00:00,Y,Pakistan,PAK,pycountry,2012,1,12,Yes
656,819,ARB(AF)/00/2,"Técnicas Medioambientales Tecmed, S.A.",Y,United Mexican States ,Concluded,Y,2000-08-28 00:00:00,Y,Mexico,MEX,pycountry,2000,8,28,No
657,820,ARB/14/22,"BSG Resources Limited (in administration), BSG Resources (Guinea) Limited and BSG Resources (Guinea) SÀRL",Y,Republic of Guinea,Concluded,Y,2014-09-08 00:00:00,Y,Guinea,GIN,pycountry,2014,9,8,Yes
658,822,ARB/14/21,Bear Creek Mining Corporation,Y,Republic of Peru,Concluded,Y,2014-08-18 00:00:00,Y,Peru,PER,pycountry,2014,8,18,Yes
659,823,ARB/14/20,Sodexo Pass International SAS,Y,Hungary,Concluded,Y,2014-08-15 00:00:00,Y,Hungary,HUN,pycountry,2014,8,15,No
660,825,ARB/14/19,Vicat S.A.,Y,Republic of Senegal,Concluded,Y,2014-08-05 00:00:00,Y,Senegal,SEN,pycountry,2014,8,5,No
661,826,ARB/14/18,RENERGY S.à r.l. ,Y,Kingdom of Spain,Concluded,Y,2014-08-01 00:00:00,Y,Spain,ESP,pycountry,2014,8,1,No
662,828,ARB(AF)/14/3,"Corona Materials, LLC ",Y,Dominican Republic,Concluded,Y,2014-07-30 00:00:00,Y,Dominican Republic,DOM,pycountry,2014,7,30,Yes
663,829,ARB/14/17,Krederi Ltd.,Y,Ukraine,Concluded,Y,2014-07-21 00:00:00,Y,Ukraine,UKR,pycountry,2014,7,21,No
664,830,ARB/14/16,Cyprus Popular Bank Public Co. Ltd.,Y,Hellenic Republic,Pending,Y,2014-07-16 00:00:00,Y,Greece,GRC,pycountry,2014,7,16,No
665,832,ARB/14/15,Nusa Tenggara Partnership B.V. and PT Newmont Nusa Tenggara,Y,Republic of Indonesia,Concluded,Y,2014-07-15 00:00:00,Y,Indonesia,IDN,pycountry,2014,7,15,Yes
666,833,ARB/14/14,EuroGas Inc. and Belmont Resources Inc.,Y,Slovak Republic,Concluded,Y,2014-07-10 00:00:00,Y,Slovakia,SVK,pycountry,2014,7,10,Yes
667,835,ARB(AF)/14/2,Oded Besserglik,Y,Republic of Mozambique,Concluded,Y,2014-07-03 00:00:00,Y,Mozambique,MOZ,pycountry,2014,7,3,No
668,836,ARB/14/13,Elektrogospodarstvo Slovenije - razvoj in inzeniring d.o.o.,Y,Bosnia and Herzegovina,Pending,Y,2014-06-16 00:00:00,Y,Bosnia and Herzegovina,BIH,pycountry,2014,6,16,No
669,837,UNCT/14/2,Eli Lilly and Company,Y,Canada,Concluded,Y,2013-09-12 00:00:00,Y,Canada,CAN,pycountry,2013,9,12,No
670,838,ARB/14/12,InfraRed Environmental Infrastructure GP Limited and others ,Y,Kingdom of Spain ,Concluded,Y,2014-06-03 00:00:00,Y,Spain,ESP,pycountry,2014,6,3,No
671,841,ARB/14/11,NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V.,Y,Kingdom of Spain,Concluded,Y,2014-05-23 00:00:00,Y,Spain,ESP,pycountry,2014,5,23,No
672,843,ARB/14/10,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2014-05-19 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2014,5,19,Yes
673,844,ARB/14/9,"City-State N.V., Praktyka Asset Management Company LLC, Crystal-Invest LLC and Prodiz LLC",Y,Ukraine,Concluded,Y,2014-04-24 00:00:00,Y,Ukraine,UKR,pycountry,2014,4,24,No
674,846,ARB(AF)/14/1,Anglo American PLC,Y,Bolivarian Republic of Venezuela,Concluded,Y,2014-04-10 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2014,4,10,Yes
675,847,ARB/14/8,CEAC Holdings Limited,Y,Montenegro,Concluded,Y,2014-03-20 00:00:00,Y,Montenegro,MNE,pycountry,2014,3,20,Yes
676,849,ARB/14/7,African Petroleum Gambia Limited (Block A4),Y,Republic of The Gambia,Concluded,Y,2014-03-12 00:00:00,Y,Gambia,GMB,pycountry,2014,3,12,Yes
677,850,ARB/14/6,African Petroleum Gambia Limited (Block A1),Y,Republic of The Gambia,Concluded,Y,2014-03-12 00:00:00,Y,Gambia,GMB,pycountry,2014,3,12,Yes
678,851,ARB/14/5,Infinito Gold Ltd.,Y,Republic of Costa Rica,Concluded,Y,2014-03-04 00:00:00,Y,Costa Rica,CRI,pycountry,2014,3,4,Yes
679,853,ARB/14/4,"Unión Fenosa Gas, S.A.",Y,Arab Republic of Egypt,Concluded,Y,2014-02-27 00:00:00,Y,Egypt,EGY,pycountry,2014,2,27,Yes
680,855,ARB/14/3,"Blusun S.A., Jean-Pierre Lecorcier and Michael Stein",Y,Italian Republic,Concluded,Y,2014-02-21 00:00:00,Y,Italy,ITA,pycountry,2014,2,21,No
681,857,ARB/14/2,Michael Dagher,Y,Republic of the Sudan,Concluded,Y,2014-02-21 00:00:00,Y,Sudan,SDN,pycountry,2014,2,21,No
682,858,ARB/14/1,Masdar Solar & Wind Cooperatief U.A.,Y,Kingdom of Spain,Concluded,Y,2014-02-11 00:00:00,Y,Spain,ESP,pycountry,2014,2,11,No
683,861,ARB/13/38,"Fouad Alghanim & Sons Co. for General Trading & Contracting, W.L.L. and Fouad Mohammed Thunyan Alghanim",Y,Hashemite Kingdom of Jordan ,Concluded,Y,2013-12-24 00:00:00,Y,Jordan,JOR,pycountry,2013,12,24,No
684,863,ARB/13/37,"Utsch M.O.V.E.R.S. International GmbH, Erich Utsch Aktiengesellschaft, and Helmut Jungbluth",Y,Arab Republic of Egypt,Concluded,Y,2013-12-24 00:00:00,Y,Egypt,EGY,pycountry,2013,12,24,No
685,864,ARB/13/36,Eiser Infrastructure Limited and Energía Solar Luxembourg S.à r.l.,Y,Kingdom of Spain,Pending,Y,2013-12-23 00:00:00,Y,Spain,ESP,pycountry,2013,12,23,No
686,869,ARB/13/35,UP and C.D Holding Internationale,Y,Hungary,Concluded,Y,2013-12-23 00:00:00,Y,Hungary,HUN,pycountry,2013,12,23,No
687,871,ARB/13/34,Courts (Indian Ocean) Limited and Courts Madagascar S.A.R.L.,Y,Republic of Madagascar,Concluded,Y,2013-12-23 00:00:00,Y,Madagascar,MDG,pycountry,2013,12,23,No
688,872,ARB/13/33,PNG Sustainable Development Program Ltd.,Y,Independent State of Papua New Guinea ,Concluded,Y,2013-12-20 00:00:00,Y,Papua New Guinea,PNG,pycountry,2013,12,20,Yes
689,873,ARB/13/32,MOL Hungarian Oil and Gas Company Plc,Y,Republic of Croatia,Concluded,Y,2013-12-05 00:00:00,Y,Croatia,HRV,pycountry,2013,12,5,Yes
690,874,ARB/13/31,Infrastructure Services Luxembourg S.à.r.l. and Energia Termosolar B.V. (formerly Antin Infrastructure Services Luxembourg S.à.r.l. and Antin Energia Termosolar B.V.),Y,Kingdom of Spain,Concluded,Y,2013-11-22 00:00:00,Y,Spain,ESP,pycountry,2013,11,22,No
691,877,ARB/13/30,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l.,Y,Kingdom of Spain,Concluded,Y,2013-11-22 00:00:00,Y,Spain,ESP,pycountry,2013,11,22,No
692,879,ARB/13/29,Cementos La Union S.A. and Aridos Jativa S.L.U,Y,Arab Republic of Egypt,Concluded,Y,2013-11-22 00:00:00,Y,Egypt,EGY,pycountry,2013,11,22,No
693,881,ARB(AF)/13/2,"Cemusa - Corporación Europea de Mobiliario Urbano, S.A. and Corporación Americana de Equipamientos Urbanos, S.L.",Y,United Mexican States,Concluded,Y,2013-11-06 00:00:00,Y,Mexico,MEX,pycountry,2013,11,6,No
694,882,UNCT/13/2,"Aaron C.Berkowitz, Brett E. Berkowitz and Trevor B. Berkowitz",Y,Republic of Costa Rica,Concluded,Y,2013-10-17 00:00:00,Y,Costa Rica,CRI,pycountry,2013,10,17,No
695,883,ARB/13/28,"Transglobal Green Energy, LLC and Transglobal Green Energy de Panama, S.A.",Y,Republic of Panama ,Concluded,Y,2013-10-10 00:00:00,Y,Panama,PAN,pycountry,2013,10,10,No
696,884,ARB/13/27,"Marfin Investment Group Holdings S.A., Alexandros Bakatselos and others ",Y,Republic of Cyprus,Concluded,Y,2013-09-27 00:00:00,Y,Cyprus,CYP,pycountry,2013,9,27,No
697,885,ARB/13/26,"Spentex Netherlands, B.V.",Y,Republic of Uzbekistan,Concluded,Y,2013-09-27 00:00:00,Y,Uzbekistan,UZB,pycountry,2013,9,27,No
698,886,ARB/13/25,Tullow Uganda Operations Pty Ltd and Tullow Uganda Limited,Y,Republic of Uganda,Concluded,Y,2013-09-26 00:00:00,Y,Uganda,UGA,pycountry,2013,9,26,Yes
700,888,ARB/13/23,ASA International S.p.A.,Y,Arab Republic of Egypt,Concluded,Y,2013-09-13 00:00:00,Y,Egypt,EGY,pycountry,2013,9,13,No
701,889,ARB/13/22,Erbil Serter,Y,French Republic,Concluded,Y,2013-09-10 00:00:00,Y,France,FRA,pycountry,2013,9,10,No
702,890,ARB/13/21,Edenred S.A.,Y,Hungary,Concluded,Y,2013-09-09 00:00:00,Y,Hungary,HUN,pycountry,2013,9,9,No
703,893,ARB/13/20,Interocean Oil Development Company and Interocean Oil Exploration Company,Y,Federal Republic of Nigeria,Concluded,Y,2013-09-09 00:00:00,Y,Nigeria,NGA,pycountry,2013,9,9,Yes
704,894,ARB/13/19,Güneş Tekstil Konfeksiyon Sanayi ve Ticaret Limited Şirketi and others,Y,Republic of Uzbekistan,Concluded,Y,2013-08-29 00:00:00,Y,Uzbekistan,UZB,pycountry,2013,8,29,No
705,896,UNCT/13/1,"The Renco Group, Inc.",Y,Republic of Peru,Concluded,Y,2011-04-04 00:00:00,Y,Peru,PER,pycountry,2011,4,4,Yes
706,897,ARB/13/18,Enel Green Power S.p.A.,Y,Republic of El Salvador,Concluded,Y,2013-08-21 00:00:00,Y,El Salvador,SLV,pycountry,2013,8,21,No
707,898,ARB/13/17,EVN AG,Y,Republic of Bulgaria ,Concluded,Y,2013-07-19 00:00:00,Y,Bulgaria,BGR,pycountry,2013,7,19,No
708,899,ARB/13/16,Société des Mines de Loulo S.A.,Y,Republic of Mali,Concluded,Y,2013-07-18 00:00:00,Y,Mali,MLI,pycountry,2013,7,18,Yes
709,900,ARB/13/15,Lundin Tunisia B.V.,Y,Republic of Tunisia ,Concluded,Y,2013-07-18 00:00:00,Y,Tunisia,TUN,pycountry,2013,7,18,Yes
710,901,ARB/13/14,RSM Production Corporation,Y,Republic of Cameroon,Concluded,Y,2013-07-01 00:00:00,Y,Cameroon,CMR,pycountry,2013,7,1,Yes
711,902,ARB/13/13,Caratube International Oil Company LLP and Devincci Salah Hourani,Y,Republic of Kazakhstan,Concluded,Y,2013-06-28 00:00:00,Y,Kazakhstan,KAZ,pycountry,2013,6,28,Yes
712,904,ARB/13/12,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet",Y,Republic of Croatia ,Concluded,Y,2013-06-21 00:00:00,Y,Croatia,HRV,pycountry,2013,6,21,No
713,905,ARB/13/11,"Valores Mundiales, S.L. and Consorcio Andino, S.L.",Y,Bolivarian Republic of Venezuela,Concluded,Y,2013-06-06 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2013,6,6,No
714,907,ARB/13/10,"Impresa Grassetto S. p. A., in liquidation",Y,Republic of Slovenia ,Concluded,Y,2013-06-04 00:00:00,Y,Slovenia,SVN,pycountry,2013,6,4,No
715,908,ARB/13/9,Federal Elektrik Yatırım ve Ticaret A.Ş. and others,Y,Republic of Uzbekistan,Concluded,Y,2013-05-24 00:00:00,Y,Uzbekistan,UZB,pycountry,2013,5,24,Yes
716,909,ARB/13/7,Joseph Houben,Y,Republic of Burundi,Concluded,Y,2013-05-20 00:00:00,Y,Burundi,BDI,pycountry,2013,5,20,No
717,910,ARB/13/8,"Poštová banka, a.s. and ISTROKAPITAL SE",Y,Hellenic Republic,Concluded,Y,2013-05-20 00:00:00,Y,Greece,GRC,pycountry,2013,5,20,No
718,912,ARB/13/6,Vladislav Kim and others,Y,Republic of Uzbekistan,Concluded,Y,2013-04-24 00:00:00,Y,Uzbekistan,UZB,pycountry,2013,4,24,No
719,913,ARB(AF)/13/1,Consolidated Exploration Holdings Ltd. and others,Y,Kyrgyz Republic,Concluded,Y,2013-04-23 00:00:00,Y,Kyrgyzstan,KGZ,alias,2013,4,23,Yes
720,914,ARB/13/5,Ossama Al Sharif ,Y,Arab Republic of Egypt,Concluded,Y,2013-03-13 00:00:00,Y,Egypt,EGY,pycountry,2013,3,13,No
721,915,ARB/13/4,Ossama Al Sharif,Y,Arab Republic of Egypt ,Concluded,Y,2013-03-13 00:00:01,Y,Egypt,EGY,pycountry,2013,3,13,No
722,916,ARB/13/3,Ossama Al Sharif ,Y,Arab Republic of Egypt ,Concluded,Y,2013-03-13 00:00:00,Y,Egypt,EGY,pycountry,2013,3,13,No
723,917,ARB/13/2,Cervin Investissements S.A. and Rhone Investissements S.A.,Y,Republic of Costa Rica,Concluded,Y,2013-03-11 00:00:00,Y,Costa Rica,CRI,pycountry,2013,3,11,Yes
724,918,ARB/13/1,Karkey Karadeniz Elektrik Uretim A.S.,Y,Islamic Republic of Pakistan,Concluded,Y,2013-02-08 00:00:00,Y,Pakistan,PAK,pycountry,2013,2,8,No
725,921,ARB/12/40 and 12/14,"Churchill Mining Plc and Planet Mining Pty Ltd, formerly ARB/12/40",Y,Republic of Indonesia,Concluded,Y,2012-12-26 00:00:00,Y,Indonesia,IDN,pycountry,2012,12,26,Yes
726,923,ARB/12/38,"Repsol, S.A. and Repsol Butano, S.A.",Y,Argentine Republic,Concluded,Y,2012-12-18 00:00:00,Y,Argentina,ARG,pycountry,2012,12,18,Yes
727,924,ARB/12/37,LSF-KEB Holdings SCA and others,Y,Republic of Korea,Concluded,Y,2012-12-10 00:00:00,Y,South Korea,,alias,2012,12,10,No
728,928,ARB(AF)/12/8,MNSS B.V. and Recupero Credito Acciaio N.V.,Y,Montenegro,Concluded,Y,2012-12-06 00:00:00,Y,Montenegro,MNE,pycountry,2012,12,6,No
729,930,ARB/12/36,Société Civile Immobilière de Gaëta,Y,Republic of Guinea,Concluded,Y,2012-11-28 00:00:00,Y,Guinea,GIN,pycountry,2012,11,28,No
730,931,ARB/12/35,Orascom TMT Investments S.à r.l.,Y,People's Democratic Republic of Algeria,Concluded,Y,2012-11-15 00:00:00,Y,Algeria,DZA,pycountry,2012,11,15,No
731,933,ARB(AF)/12/7,Mobile TeleSystems OJSC,Y,Republic of Uzbekistan,Concluded,Y,2012-11-15 00:00:00,Y,Uzbekistan,UZB,pycountry,2012,11,15,No
732,934,ARB/12/34,Tullow Uganda Operations Pty Ltd,Y,Republic of Uganda,Concluded,Y,2012-10-31 00:00:00,Y,Uganda,UGA,pycountry,2012,10,31,Yes
733,935,ARB/12/33,UAB E energija (Lithuania),Y,Republic of Latvia,Concluded,Y,2012-10-15 00:00:00,Y,Latvia,LVA,pycountry,2012,10,15,No
734,938,ARB/12/32,Gelsenwasser AG,Y,People's Democratic Republic of Algeria,Concluded,Y,2012-10-09 00:00:00,Y,Algeria,DZA,pycountry,2012,10,9,No
735,939,ARB/12/31,"Guardian Fiduciary Trust, Ltd, f/k/a Capital Conservator Savings & Loan, Ltd",Y,"Macedonia, former Yugoslav Republic of",Concluded,Y,2012-10-05 00:00:00,Y,North Macedonia,MKD,alias,2012,10,5,No
736,940,ARB/12/30,Lundin Tunisia B. V.,Y,Republic of Tunisia ,Concluded,Y,2012-10-02 00:00:00,Y,Tunisia,TUN,pycountry,2012,10,2,Yes
737,941,ARB/12/29,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited",Y,Kingdom of Belgium,Concluded,Y,2012-09-19 00:00:00,Y,Belgium,BEL,pycountry,2012,9,19,No
738,942,ARB(AF)/12/6,Lao Holdings N.V. ,Y,Lao People’s Democratic Republic ,Concluded,Y,2012-09-12 00:00:00,Y,Laos,,alias,2012,9,12,No
740,944,ARB/12/27,Bidzina Ivanishvili,Y,Georgia,Concluded,Y,2012-09-10 00:00:00,Y,Georgia,GEO,pycountry,2012,9,10,No
741,945,ARB/12/26,Sudapet Company Limited,Y,Republic of South Sudan,Concluded,Y,2012-08-29 00:00:00,Y,South Sudan,SSD,pycountry,2012,8,29,Yes
742,946,ARB/12/25,Marco Gavazzi and Stefano Gavazzi ,Y,Romania,Concluded,Y,2012-08-27 00:00:00,Y,Romania,ROU,pycountry,2012,8,27,No
743,948,ARB/12/24,Transban Investments Corp.,Y,Bolivarian Republic of Venezuela,Concluded,Y,2012-08-27 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2012,8,27,No
