,caseid,caseno,claimant,isapproved,respondent,status,isapproved,dateregistered,isapproved,country_clean,country_iso3,extraction_method,registration_year,registration_month,registration_day,miningcase
298,310,ARB/21/17,"Sanitek S.a.r.l., Sari Haddad and Elias Doumet",Y,Republic of Armenia,Concluded,Y,2021-04-06 00:00:00,Y,Armenia,ARM,pycountry,2021,4,6,No
299,311,ARB/21/16,"Riverside Coffee, LLC",Y,Republic of Nicaragua,Concluded,Y,2021-04-02 00:00:00,Y,Nicaragua,NIC,pycountry,2021,4,2,No
300,312,ARB/21/15,Misen Enterprises AB,Y,Ukraine ,Pending,Y,2021-03-31 00:00:00,Y,Ukraine,UKR,pycountry,2021,3,31,Yes
301,313,ARB/21/14,First Majestic Silver Corp.,Y,United Mexican States,Pending,Y,2021-03-31 00:00:00,Y,Mexico,MEX,pycountry,2021,3,31,Yes
302,315,ARB/21/13,APG SGA SA and D.O.O. za promet i usluge Alma Quattro Beograd,Y,Republic of Serbia,Concluded,Y,2021-03-17 00:00:00,Y,Serbia,SRB,pycountry,2021,3,17,No
303,316,ARB/21/12,Optima Ventures LLC and Optima 55 Public Square LLC,Y,United States of America,Concluded,Y,2021-03-16 00:00:00,Y,United States,USA,pycountry,2021,3,16,No
304,317,ARB/21/11,"Optima Ventures LLC, Optima 7171 LLC and Optima 55 Public Square LLC",Y,United States of America,Pending,Y,2021-03-16 00:00:00,Y,United States,USA,pycountry,2021,3,16,No
305,318,ARB/21/10,Telefónica S.A.,Y,Republic of Peru,Pending,Y,2021-03-12 00:00:00,Y,Peru,PER,pycountry,2021,3,12,No
306,319,ARB/21/9,Mauritanian Copper Mines S.A. ,Y,Islamic Republic of Mauritania,Concluded,Y,2021-03-04 00:00:00,Y,Mauritania,MRT,pycountry,2021,3,4,Yes
307,320,ARB/21/8,"WM Mining Company, LLC",Y,Mongolia,Concluded,Y,2021-02-17 00:00:00,Y,Mongolia,MNG,pycountry,2021,2,17,Yes
308,321,ARB/21/7,Shell Petroleum N.V. and The Shell Petroleum Development Company of Nigeria Limited,Y,Federal Republic of Nigeria,Concluded,Y,2021-02-10 00:00:00,Y,Nigeria,NGA,pycountry,2021,2,10,Yes
309,322,ARB/21/6,Montero Mining and Exploration Ltd,Y,United Republic of Tanzania,Concluded,Y,2021-02-09 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2021,2,9,Yes
310,323,ARB/21/5,"United Group B.V., Adria Serbia Holdco B.V., and Serbia Broadband–srpske kablovske mreže d.o.o. Beograd",Y,Republic of Serbia,Concluded,Y,2021-02-04 00:00:00,Y,Serbia,SRB,pycountry,2021,2,4,No
311,324,ARB/21/4,RWE AG and RWE Eemshaven Holding II BV,Y,Kingdom of the Netherlands,Concluded,Y,2021-02-02 00:00:00,Y,Netherlands,NLD,pycountry,2021,2,2,No
312,325,ARB/21/3,Philip Morris International Inc. and others,Y,Ukraine,Concluded,Y,2021-01-20 00:00:00,Y,Ukraine,UKR,pycountry,2021,1,20,No
313,326,ARB/21/2,UAB Pavilniu saules slenis 14 and UAB Modus grupe,Y,Republic of Belarus,Concluded,Y,2021-01-08 00:00:00,Y,Belarus,BLR,pycountry,2021,1,8,No
314,327,ARB/21/1,Quanta Services Netherlands B.V.,Y,Republic of Peru,Pending,Y,2021-01-04 00:00:00,Y,Peru,PER,pycountry,2021,1,4,No
315,328,ARB/20/54,Arka Energy B.V.,Y,Republic of Albania,Concluded,Y,2020-12-18 00:00:00,Y,Albania,ALB,pycountry,2020,12,18,No
316,329,ARB/20/53,Bachar Kiwan,Y,State of Kuwait,Concluded,Y,2020-12-17 00:00:00,Y,Kuwait,KWT,pycountry,2020,12,17,No
317,330,ARB/20/52,"Koch Industries, Inc. and Koch Supply & Trading, LP",Y,Canada,Concluded,Y,2020-12-17 00:00:00,Y,Canada,CAN,pycountry,2020,12,17,No
318,331,ARB/20/51,Worth Capital Holdings 27 LLC,Y,Republic of Peru,Concluded,Y,2020-12-15 00:00:00,Y,Peru,PER,pycountry,2020,12,15,Yes
320,333,ARB/20/49,Ahron G. Frenkel,Y,Republic of Croatia,Pending,Y,2020-11-16 00:00:00,Y,Croatia,HRV,pycountry,2020,11,16,No
321,335,ARB/20/48,Grupo Energía Bogotá S.A. E.S.P. and Transportadora de Energía de Centroamérica S.A.,Y,Republic of Guatemala,Pending,Y,2020-11-03 00:00:00,Y,Guatemala,GTM,pycountry,2020,11,3,No
322,337,ARB(AF)/20/3,"Liberty Seguros, Compañia de Seguros Y Reaseguros and Liberty UK and Europe Holdings Limited (UK)",Y,Bolivarian Republic of Venezuela,Concluded,Y,2020-11-03 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2020,11,3,No
323,338,ARB/20/47,"Mitsui & Co., Ltd.",Y,Kingdom of Spain,Pending,Y,2020-10-30 00:00:00,Y,Spain,ESP,pycountry,2020,10,30,No
324,341,ARB/20/46,Lupaka Gold Corp.,Y,Republic of Peru,Concluded,Y,2020-10-30 00:00:00,Y,Peru,PER,pycountry,2020,10,30,Yes
325,342,ARB/20/45,Gesenu S.p.A. ,Y,Arab Republic of Egypt,Concluded,Y,2020-10-30 00:00:00,Y,Egypt,EGY,pycountry,2020,10,30,No
326,343,ARB/20/44,Nasib Hasanov,Y,Georgia,Pending,Y,2020-10-30 00:00:00,Y,Georgia,GEO,pycountry,2020,10,30,No
327,344,ARB/20/43,OTP Bank Plc,Y,Republic of Croatia,Concluded,Y,2020-10-16 00:00:00,Y,Croatia,HRV,pycountry,2020,10,16,No
328,345,ARB/20/42,Orange S.A.,Y,Republic of Iraq,Pending,Y,2020-10-14 00:00:00,Y,Iraq,IRQ,pycountry,2020,10,14,No
329,346,ARB/20/41,"Eni International B.V., Eni Oil Holdings B.V. and Nigerian Agip Exploration Limited",Y,Federal Republic of Nigeria,Concluded,Y,2020-10-09 00:00:00,Y,Nigeria,NGA,pycountry,2020,10,9,Yes
330,347,ARB/20/40,Qatar National Bank (Q.P.S.C.) ,Y,Republic of South Sudan and Bank of South Sudan,Concluded,Y,2020-10-07 00:00:00,Y,Sudan,SDN,embedded_pycountry,2020,10,7,No
331,348,ARB/20/39,Encavis AG and others,Y,Italian Republic,Concluded,Y,2020-10-06 00:00:00,Y,Italy,ITA,pycountry,2020,10,6,No
332,349,ARB/20/38,"Nachingwea U.K. Limited (UK), Ntaka Nickel Holdings Limited (UK) and Nachingwea Nickel Limited (Tanzania) ",Y,United Republic of Tanzania,Concluded,Y,2020-10-05 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2020,10,5,Yes
333,351,ARB/20/37,Durres Kurum Shipping SH. P.K. and others,Y,Republic of Albania,Concluded,Y,2020-09-23 00:00:00,Y,Albania,ALB,pycountry,2020,9,23,No
334,352,ARB/20/36,Akfel Commodities Pte. Ltd. and I-Systems Global B.V.,Y,Republic of Türkiye,Pending,Y,2020-09-18 00:00:00,Y,Türkiye,TUR,pycountry,2020,9,18,Yes
335,355,ARB/20/35,Fin.Doc S.r.l. and others,Y,Romania,Concluded,Y,2020-09-17 00:00:00,Y,Romania,ROU,pycountry,2020,9,17,No
336,356,ARB/20/34,Goh Chin Soon,Y,People's Republic of China,Concluded,Y,2020-09-16 00:00:00,Y,China,CHN,pycountry,2020,9,16,No
337,357,ARB/20/33,JCDecaux SA,Y,Czech Republic,Pending,Y,2020-09-16 00:00:00,Y,Czechia,CZE,pycountry,2020,9,16,No
338,358,ARB/20/32,Setta Insaat Taahhüt Turz. Tekstil Gida San. Ve Tic. AS ,Y,Turkmenistan,Concluded,Y,2020-09-11 00:00:00,Y,Turkmenistan,TKM,pycountry,2020,9,11,No
339,359,ADHOC/15/1,"Strabag SE, Raiffeisen Centrobank AG and Syrena Immobilien Holding AG",Y,Republic of Poland,Concluded,Y,2015-07-07 00:00:00,Y,Poland,POL,pycountry,2015,7,7,No
340,360,ARB/20/31,"IBT Group, LLC and IBT, LLC",Y,Republic of Panama,Concluded,Y,2020-08-26 00:00:00,Y,Panama,PAN,pycountry,2020,8,26,No
341,361,ARB(AF)/20/2,José Alejandro Hernández Contreras,Y,Republic of Costa Rica,Concluded,Y,2020-08-18 00:00:00,Y,Costa Rica,CRI,pycountry,2020,8,18,No
342,362,ARB/20/30,Donatas Aleksandravicius,Y,Kingdom of Denmark,Concluded,Y,2020-08-18 00:00:00,Y,Denmark,DNK,pycountry,2020,8,18,No
343,363,ARB/20/29,"Human Rights Defenders Inc., as assignee of Natale Palazzo, Rodolfo Scodeller and Antonio Basile",Y,Swiss Confederation,Concluded,Y,2020-08-17 00:00:00,Y,Switzerland,CHE,pycountry,2020,8,17,No
344,364,ARB/20/28,Bob Meijer,Y,Georgia,Concluded,Y,2020-08-11 00:00:00,Y,Georgia,GEO,pycountry,2020,8,11,No
345,365,ARB/20/27,Barrick (PD) Australia Pty Limited,Y,Independent State of Papua New Guinea,Concluded,Y,2020-08-11 00:00:00,Y,Papua New Guinea,PNG,pycountry,2020,8,11,Yes
346,366,ARB/20/26,Fengzhen Min,Y,Republic of Korea,Pending,Y,2020-08-03 00:00:00,Y,South Korea,,alias,2020,8,3,No
347,368,ARB/20/25,Winshear Gold Corp.,Y,United Republic of Tanzania,Concluded,Y,2020-07-27 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2020,7,27,Yes
348,369,ARB/20/24,Teyliom International and others,Y,Republic of Benin,Pending,Y,2020-07-23 00:00:00,Y,Benin,BEN,pycountry,2020,7,23,No
349,370,CONC/20/1,Barrick (Niugini) Limited,Y,Independent State of Papua New Guinea,Concluded,Y,2020-07-22 00:00:00,Y,Papua New Guinea,PNG,pycountry,2020,7,22,Yes
350,371,ARB/20/23,Coöperatieve Rabobank U.A.,Y,United Mexican States,Concluded,Y,2020-07-14 00:00:00,Y,Mexico,MEX,pycountry,2020,7,14,No
351,372,UNCT/20/2,Carlos Sastre and others,Y,United Mexican States,Concluded,Y,2020-03-03 00:00:00,Y,Mexico,MEX,pycountry,2020,3,3,No
352,373,ARB/20/22,"Macro Trading Co., Ltd.",Y,People's Republic of China,Concluded,Y,2020-06-29 00:00:00,Y,China,CHN,pycountry,2020,6,29,No
353,374,ARB/20/21,AHG Industry GmbH & Co. KG,Y,Republic of Iraq,Pending,Y,2020-06-26 00:00:00,Y,Iraq,IRQ,pycountry,2020,6,26,No
354,376,ARB/20/20,Zaur Leshkasheli and Rosserlane Consultants Limited,Y,Republic of Azerbaijan,Pending,Y,2020-06-25 00:00:00,Y,Azerbaijan,AZE,pycountry,2020,6,25,Yes
355,379,ARB/20/19,"Campos de Pesé, S.A.",Y,Republic of Panama,Concluded,Y,2020-06-15 00:00:00,Y,Panama,PAN,pycountry,2020,6,15,No
356,381,ARB/20/18,Desarrollo Vial de los Andes S.A.C. ,Y,Republic of Peru,Concluded,Y,2020-06-10 00:00:00,Y,Peru,PER,pycountry,2020,6,10,No
357,383,UNCT/20/1,"Odyssey Marine Exploration, Inc.",Y,United Mexican States,Concluded,Y,2019-04-05 00:00:00,Y,Mexico,MEX,pycountry,2019,4,5,Yes
358,385,ARB/20/17,Kansanshi Mining Plc,Y,Republic of Zambia,Concluded,Y,2020-06-04 00:00:00,Y,Zambia,ZMB,pycountry,2020,6,4,Yes
359,386,ARB/20/16,AFC Investment Solutions S.L. ,Y,Republic of Colombia,Concluded,Y,2020-05-20 00:00:00,Y,Colombia,COL,pycountry,2020,5,20,No
360,387,ARB/20/15,EP Wind Project (Rom) Six Ltd.,Y,Romania,Pending,Y,2020-05-19 00:00:00,Y,Romania,ROU,pycountry,2020,5,19,No
361,388,ARB/20/14,SMM Cerro Verde Netherlands B.V.,Y,Republic of Peru,Pending,Y,2020-05-13 00:00:00,Y,Peru,PER,pycountry,2020,5,13,Yes
362,389,UNCT/20/3,"Westmoreland Mining Holdings, LLC",Y,Canada,Concluded,Y,2019-08-12 00:00:00,Y,Canada,CAN,pycountry,2019,8,12,Yes
363,390,ARB/20/13,"Espíritu Santo Holdings, LP and L1bre Holding, LLC",Y,United Mexican States,Concluded,Y,2020-05-11 00:00:00,Y,Mexico,MEX,pycountry,2020,5,11,No
364,391,ARB/20/12,BRIF TRES d.o.o. Beograd and BRIF-TC d.o.o. Beograd,Y,Republic of Serbia,Concluded,Y,2020-04-27 00:00:00,Y,Serbia,SRB,pycountry,2020,4,27,No
365,393,ARB(AF)/20/1,EnviroGold (Las Lagunas) Limited,Y,Dominican Republic,Concluded,Y,2020-04-02 00:00:00,Y,Dominican Republic,DOM,pycountry,2020,4,2,Yes
366,394,ARB/20/11,Peteris Pildegovics and SIA North Star,Y,Kingdom of Norway,Pending,Y,2020-04-01 00:00:00,Y,Norway,NOR,pycountry,2020,4,1,No
367,396,ARB/20/10,Webuild S.p.A. (formerly Salini Impregilo S.p.A.),Y,Republic of Panama,Pending,Y,2020-04-01 00:00:00,Y,Panama,PAN,pycountry,2020,4,1,No
368,397,ARB/20/9,South32 SA Investments Limited,Y,Republic of Colombia,Pending,Y,2020-03-27 00:00:00,Y,Colombia,COL,pycountry,2020,3,27,Yes
369,400,ARB/20/8,Freeport-McMoRan Inc.,Y,Republic of Peru,Pending,Y,2020-03-16 00:00:00,Y,Peru,PER,pycountry,2020,3,16,Yes
370,403,ARB/20/7,"Vercara, LLC (formerly Security Services, LLC, formerly Neustar, Inc.)",Y,Republic of Colombia,Concluded,Y,2020-03-09 00:00:00,Y,Colombia,COL,pycountry,2020,3,9,No
371,404,ARB/20/6,Adria Group B.V. and Adria Group Holding B.V.,Y,Republic of Croatia,Pending,Y,2020-03-02 00:00:00,Y,Croatia,HRV,pycountry,2020,3,2,No
372,405,ARB/20/5,"Telcell Wireless, LLC and International Telcell Cellular, LLC",Y,Georgia,Concluded,Y,2020-02-12 00:00:00,Y,Georgia,GEO,pycountry,2020,2,12,No
373,407,ARB/20/4,Odebrecht Latinvest S.à.r.l.,Y,Republic of Peru,Pending,Y,2020-02-04 00:00:00,Y,Peru,PER,pycountry,2020,2,4,Yes
374,408,ARB/20/3,Hamburg Commercial Bank AG,Y,Italian Republic,Concluded,Y,2020-01-21 00:00:00,Y,Italy,ITA,pycountry,2020,1,21,No
375,409,ARB/20/2,Hope Services LLC,Y,Republic of Cameroon,Concluded,Y,2020-01-13 00:00:00,Y,Cameroon,CMR,pycountry,2020,1,13,No
376,410,ARB/20/1,United Agencies Limited SA,Y,People’s Democratic Republic of Algeria,Concluded,Y,2020-01-09 00:00:00,Y,Algeria,DZA,embedded_pycountry,2020,1,9,No
377,411,ARB/19/35,Marko Mihaljevic,Y,Republic of Croatia,Concluded,Y,2019-12-31 00:00:00,Y,Croatia,HRV,pycountry,2019,12,31,No
378,412,ARB/19/34,"Amec Foster Wheeler USA Corporation, Process Consultants, Inc., and Joint Venture Foster Wheeler USA Corporation and Process Consultants, Inc. ",Y,Republic of Colombia,Pending,Y,2019-12-31 00:00:00,Y,Colombia,COL,pycountry,2019,12,31,Yes
379,414,ARB/19/33,Société Générale S.A.,Y,Republic of Croatia,Pending,Y,2019-12-20 00:00:00,Y,Croatia,HRV,pycountry,2019,12,20,No
380,416,ARB/19/32,DSG Yapi Sanayi Ticaret Anonim Sirketi,Y,Kingdom of Saudi Arabia,Concluded,Y,2019-11-21 00:00:00,Y,Saudi Arabia,SAU,pycountry,2019,11,21,No
381,417,ARB/19/31,Gerald International Limited,Y,Republic of Sierra Leone,Concluded,Y,2019-11-01 00:00:00,Y,Sierra Leone,SLE,pycountry,2019,11,1,Yes
382,418,ARB(AF)/19/3,"The Williams Companies International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited",Y,Bolivarian Republic of Venezuela,Pending,Y,2019-10-16 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2019,10,16,Yes
383,419,ARB/19/30,VM Solar Jerez GmbH,Y,Kingdom of Spain,Pending,Y,2019-10-04 00:00:00,Y,Spain,ESP,pycountry,2019,10,4,No
384,420,ARB/19/29,"Strabag SE, Erste Nordsee-Offshore Holding GmbH and Zweite Nordsee-Offshore Holding GmbH",Y,Federal Republic of Germany,Pending,Y,2019-09-20 00:00:00,Y,Germany,DEU,pycountry,2019,9,20,No
385,423,ARB/19/28,Latam Hydro LLC and CH Mamacocha S.R.L.,Y,Republic of Peru,Concluded,Y,2019-09-19 00:00:00,Y,Peru,PER,pycountry,2019,9,19,No
386,424,ARB/19/27,CTIP Oil & Gas International Limited,Y,Arab Republic of Egypt,Concluded,Y,2019-09-17 00:00:00,Y,Egypt,EGY,pycountry,2019,9,17,Yes
387,425,ARB/19/26,Terence Highlands,Y,United Mexican States,Pending,Y,2019-09-17 00:00:00,Y,Mexico,MEX,pycountry,2019,9,17,No
388,426,ARB/19/25,Orazul International España Holdings S.L.,Y,Argentine Republic,Concluded,Y,2019-09-11 00:00:00,Y,Argentina,ARG,pycountry,2019,9,11,No
389,427,ARB/19/24,AAN Digital Services Holding Company (KSC),Y,Democratic Republic of the Congo,Concluded,Y,2019-09-11 00:00:00,Y,Congo,COG,embedded_pycountry,2019,9,11,No
390,428,ARB/19/23,"Sapec, S.A.",Y,Kingdom of Spain,Concluded,Y,2019-08-06 00:00:00,Y,Spain,ESP,pycountry,2019,8,6,No
391,429,ARB(AF)/19/2,Gustavo Maeso Lando,Y,Bolivarian Republic of Venezuela,Concluded,Y,2019-08-05 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2019,8,5,No
392,431,ARB/19/22,"Glencore International A.G., C. I. Prodeco S.A., and Sociedad Portuaria Puerto Nuevo S.A.",Y,Republic of Colombia,Pending,Y,2019-07-09 00:00:00,Y,Colombia,COL,pycountry,2019,7,9,No
393,433,ARB/19/21,Petrochemical Holding GmbH,Y,Romania,Pending,Y,2019-07-09 00:00:00,Y,Romania,ROU,pycountry,2019,7,9,Yes
394,435,ARB/19/20,Ayat Nizar Raja Sumrain and others,Y,State of Kuwait,Concluded,Y,2019-06-30 00:00:00,Y,Kuwait,KWT,pycountry,2019,6,30,No
395,436,ARB/19/19,IC Power Ltd and Kenon Holdings Ltd,Y,Republic of Peru,Pending,Y,2019-06-27 00:00:00,Y,Peru,PER,pycountry,2019,6,27,No
397,442,ARB/19/17,"Richard N. Westbury, Paul D. Hinks and Symbion Power Tanzania Limited",Y,United Republic of Tanzania,Concluded,Y,2019-05-31 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2019,5,31,No
399,444,ARB/19/16,Latin American Regional Aviation Holding S. de R.L.,Y,Oriental Republic of Uruguay,Concluded,Y,2019-05-23 00:00:00,Y,Uruguay,URY,embedded_pycountry,2019,5,23,No
400,445,ARB/19/15,Axiata Investments (UK) Limited and Ncell Private Limited,Y,Nepal,Concluded,Y,2019-05-20 00:00:00,Y,Nepal,NPL,pycountry,2019,5,20,No
401,446,ARB/19/14,Impresa Pizzarotti & C. S.p.A.,Y,Kingdom of Morocco,Concluded,Y,2019-05-20 00:00:00,Y,Morocco,MAR,pycountry,2019,5,20,No
402,447,ARB/19/13,Alejandro Diego Díaz Gaspar,Y,Republic of Costa Rica,Concluded,Y,2019-05-01 00:00:00,Y,Costa Rica,CRI,pycountry,2019,5,1,No
403,448,ARB/19/12,Kornikom EOOD,Y,Republic of Serbia,Concluded,Y,2019-04-30 00:00:00,Y,Serbia,SRB,pycountry,2019,4,30,Yes
404,449,ARB/19/11,Nationale-Nederlanden Holdinvest B.V. and others,Y,Argentine Republic,Pending,Y,2019-04-30 00:00:00,Y,Argentina,ARG,pycountry,2019,4,30,No
405,450,ARB/19/10,Shokat Mohammed Dalal,Y,United Arab Emirates,Concluded,Y,2019-04-25 00:00:00,Y,United Arab Emirates,ARE,pycountry,2019,4,25,No
406,451,ARB/19/9,Artem Skubenko and others,Y,Republic of North Macedonia,Concluded,Y,2019-04-25 00:00:00,Y,North Macedonia,MKD,pycountry,2019,4,25,Yes
407,452,ARB/19/8,Ayoub-Farid Michel Saab,Y,United Republic of Tanzania,Concluded,Y,2019-04-16 00:00:00,Y,"Tanzania, United Republic of",TZA,pycountry,2019,4,16,No
408,453,ARB/19/7,Petroceltic Holdings Limited and Petroceltic Resources Limited,Y,Arab Republic of Egypt,Concluded,Y,2019-04-04 00:00:00,Y,Egypt,EGY,pycountry,2019,4,4,Yes
409,454,ARB/19/6,Angel Samuel Seda and others,Y,Republic of Colombia,Pending,Y,2019-03-25 00:00:00,Y,Colombia,COL,pycountry,2019,3,25,No
410,456,ARB/19/5,Enel Fortuna S.A.,Y,Republic of Panama,Concluded,Y,2019-03-07 00:00:00,Y,Panama,PAN,pycountry,2019,3,7,No
411,457,ARB/19/4,"Canepa Green Energy Opportunities I, S.à r.l. and Canepa Green Energy Opportunities II, S.à r.l.",Y,Kingdom of Spain,Pending,Y,2019-02-25 00:00:00,Y,Spain,ESP,pycountry,2019,2,25,No
412,459,ARB(AF)/19/1,Alois Schönberger,Y,Republic of Tajikistan,Concluded,Y,2019-02-15 00:00:00,Y,Tajikistan,TJK,pycountry,2019,2,15,No
413,460,UNCT/18/4,Alicia Grace and others,Y,United Mexican States,Concluded,Y,2018-06-19 00:00:00,Y,Mexico,MEX,pycountry,2018,6,19,Yes
415,462,ARB/19/2,Scholz Holding GmbH,Y,Kingdom of Morocco,Concluded,Y,2019-01-03 00:00:00,Y,Morocco,MAR,pycountry,2019,1,3,No
416,463,ARB/19/1,"Legacy Vulcan, LLC",Y,United Mexican States,Pending,Y,2019-01-03 00:00:00,Y,Mexico,MEX,pycountry,2019,1,3,Yes
417,464,ARB/18/49,Smurfit Holdings B.V.,Y,Bolivarian Republic of Venezuela,Pending,Y,2018-12-28 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2018,12,28,No
418,466,ARB/18/48,Hydrika 1 S.A.C. and others,Y,Republic of Peru,Concluded,Y,2018-12-28 00:00:00,Y,Peru,PER,pycountry,2018,12,28,No
419,467,ARB/18/47,Rami Levy and others,Y,Republic of Bulgaria,Pending,Y,2018-12-27 00:00:00,Y,Bulgaria,BGR,pycountry,2018,12,27,No
420,469,ARB/18/46,"Westwater Resources, Inc.",Y,Republic of Türkiye,Concluded,Y,2018-12-21 00:00:00,Y,Türkiye,TUR,pycountry,2018,12,21,Yes
421,471,ARB/18/45,European Solar Farms A/S,Y,Kingdom of Spain,Pending,Y,2018-12-21 00:00:00,Y,Spain,ESP,pycountry,2018,12,21,No
422,473,ARB/18/44,SAUR and STEREAU,Y,People’s Democratic Republic of Algeria ,Concluded,Y,2018-12-12 00:00:00,Y,Algeria,DZA,embedded_pycountry,2018,12,12,No
423,474,ARB/18/43,"Daniel W. Kappes and Kappes, Cassiday & Associates",Y,Republic of Guatemala,Concluded,Y,2018-12-11 00:00:00,Y,Guatemala,GTM,pycountry,2018,12,11,Yes
424,475,UNCT/18/5,PACC Offshore Services Holdings Ltd,Y,United Mexican States,Concluded,Y,2018-05-04 00:00:00,Y,Mexico,MEX,pycountry,2018,5,4,No
425,476,ARB/18/42,EBL (Genossenschaft Elektra Baselland) and Tubo Sol PE2 S.L.,Y,Kingdom of Spain,Concluded,Y,2018-11-08 00:00:00,Y,Spain,ESP,pycountry,2018,11,8,No
426,477,ARB(AF)/18/6,Dick Fernando Abanto Ishivata,Y,Bolivarian Republic of Venezuela,Concluded,Y,2018-11-06 00:00:00,Y,"Venezuela, Bolivarian Republic of",VEN,pycountry,2018,11,6,No
427,478,ARB/18/41,Alexander Nelin,Y,Republic of Cyprus,Concluded,Y,2018-11-02 00:00:00,Y,Cyprus,CYP,pycountry,2018,11,2,No
428,479,ARB/18/40,"Inversiones Continental (Panamá), S.A.",Y,Republic of Honduras,Pending,Y,2018-10-30 00:00:00,Y,Honduras,HND,pycountry,2018,10,30,No
429,480,UNCT/18/3,Michael Anthony Lee-Chin,Y,Dominican Republic,Concluded,Y,2018-04-06 00:00:00,Y,Dominican Republic,DOM,pycountry,2018,4,6,No
430,482,ARB/18/39,KLS Energy Lanka Sdn. Bhd. and KLS Energy Lanka (Private) Ltd,Y,Democratic Socialist Republic of Sri Lanka,Concluded,Y,2018-10-24 00:00:00,Y,Sri Lanka,LKA,pycountry,2018,10,24,No
431,483,ARB/18/38,"Talal Al Awamleh, Arab Telemedia Services LLC and Ain Telemedia Studios LLC",Y,State of Qatar,Concluded,Y,2018-10-17 00:00:00,Y,Qatar,QAT,pycountry,2018,10,17,No
432,484,ARB/18/37,Oļegs Roščins,Y,Republic of Lithuania,Concluded,Y,2018-10-16 00:00:00,Y,Lithuania,LTU,pycountry,2018,10,16,No
433,485,ARB/18/36,Société d’Energie et d’Eau du Gabon and Veolia Africa,Y,"Gabonese Republic and Société de Patrimoine du service public de l’eau potable, de l’énergie électrique et de l’assainissement",Concluded,Y,2018-10-16 00:00:00,Y,Gabon,GAB,embedded_alias,2018,10,16,No
434,486,ARB/18/35,Dirk Herzig as Insolvency Administrator over the Assets of Unionmatex Industrieanlagen GmbH,Y,Turkmenistan,Concluded,Y,2018-10-12 00:00:00,Y,Turkmenistan,TKM,pycountry,2018,10,12,No
435,487,ARB/18/34,SECE İnşaat ve Ticaret A.Ş.,Y,Turkmenistan,Concluded,Y,2018-10-12 00:00:00,Y,Turkmenistan,TKM,pycountry,2018,10,12,No
436,488,ARB/18/33,"GBM Global, S.A. de C.V., Fondo de Inversión de Renta Variable and others",Y,Kingdom of Spain,Concluded,Y,2018-10-04 00:00:00,Y,Spain,ESP,pycountry,2018,10,4,No
437,489,ARB/18/32,AS Windoor,Y,Republic of Kazakhstan,Pending,Y,2018-09-28 00:00:00,Y,Kazakhstan,KAZ,pycountry,2018,9,28,No
438,491,ARB/18/31,International Holding Project Group and others,Y,Arab Republic of Egypt,Pending,Y,2018-09-19 00:00:00,Y,Egypt,EGY,pycountry,2018,9,19,No
439,494,UNCT/18/1,"Naturgy Energy Group, S.A. and Naturgy Electricidad Colombia, S.L. (formerly Gas Natural SDG, S.A. and Gas Natural Fenosa Electricidad Colombia, S.L.) ",Y,Republic of Colombia,Concluded,Y,2017-03-21 00:00:00,Y,Colombia,COL,pycountry,2017,3,21,No
440,495,ARB/18/30,Alverley Investments Limited and Germen Properties Ltd,Y,Romania,Concluded,Y,2018-08-23 00:00:00,Y,Romania,ROU,pycountry,2018,8,23,No
441,496,ARB/18/29,The Carlyle Group L.P. and others,Y,Kingdom of Morocco,Concluded,Y,2018-08-22 00:00:00,Y,Morocco,MAR,pycountry,2018,8,22,Yes
442,497,ARB(AF)/18/5,Banco Bilbao Vizcaya Argentaria S.A.,Y,Plurinational State of Bolivia,Concluded,Y,2018-08-20 00:00:00,Y,"Bolivia, Plurinational State of",BOL,pycountry,2018,8,20,No
443,498,ADM/18/1 and SCC Case No. V2018/039,"Gardabani Holdings B.V., Inter RAO UES PJSC, Telasi JSC",Y,"Government of Georgia, Ministry of Economy and Sustainable Development of Georgia, State Service Bureau Ltd",Concluded,Y,2018-07-09 00:00:00,Y,Georgia,GEO,embedded_pycountry,2018,7,9,No
444,499,ARB(AF)/18/4,Public Joint Stock Company Mobile TeleSystems ,Y,Turkmenistan ,Concluded,Y,2018-08-10 00:00:00,Y,Turkmenistan,TKM,pycountry,2018,8,10,No
445,500,ARB/18/28,Rasia FZE and Joseph K. Borkowski,Y,Republic of Armenia,Concluded,Y,2018-08-03 00:00:00,Y,Armenia,ARM,pycountry,2018,8,3,No
446,502,ARB/18/27,Sociedad Aeroportuaria Kuntur Wasi S.A. and Corporación América S.A.,Y,Republic of Peru,Concluded,Y,2018-07-27 00:00:00,Y,Peru,PER,pycountry,2018,7,27,No
447,503,ARB/18/26,ENAGÁS S.A. (España) and ENAGÁS Internacional S.L.U. (España),Y,Republic of Peru,Pending,Y,2018-07-24 00:00:00,Y,Peru,PER,pycountry,2018,7,24,Yes
